ID,X_COORD,Y_COORD,DEMAND,SERVICE_TIME,READY_TIME,DUE_TIME,CUSTOMER_TYPE
0,0.0,0.0,0,0.0,0.0,10.0,
1,0.9020615248125082,0.5578075357861046,-10,0.07,0.46,8.82,Backhaul
2,0.6559847055064072,0.832471412772125,-10,0.02,0.44,2.75,Backhaul
3,0.19988418727312518,0.12725425751534192,10,0.02,0.12,8.75,Linehaul
4,0.7714391072817601,0.43228855217438344,9,0.08,0.23,4.23,Linehaul
5,0.38528223088493563,0.7836433700611571,-1,0.05,0.22,4.73,Backhaul
6,0.7855316209877806,0.16280860612570236,6,0.03,0.23,6.1,Linehaul
7,0.11511333183067995,0.3325215489703258,5,0.1,0.25,3.54,Linehaul
8,0.6015734494753773,0.87780233592517,-9,0.06,0.63,5.51,Backhaul
9,0.6148772214384383,0.4240038995004368,-6,0.05,0.25,1.89,Backhaul
10,0.9578462739625135,0.8540844668572146,4,0.07,0.46,7.98,Linehaul
11,0.7741452756020382,0.8756284089868762,2,0.04,0.88,8.38,Linehaul
12,0.07835524182776277,0.03195872285372536,-10,0.05,0.05,9.04,Backhaul
13,0.7062424583521489,0.5529701563482825,-1,0.04,0.33,8.71,Backhaul
14,0.8552674895776905,0.9541074731031192,4,0.09,0.92,3.02,Linehaul
15,0.47497612594424665,0.5481674023762783,9,0.05,0.2,3.01,Linehaul
16,0.7345253536445842,0.5386318563115916,-5,0.09,0.47,2.88,Backhaul
17,0.7451141604044859,0.5785054507895706,9,0.05,0.39,4.17,Linehaul
18,0.17615075495259813,0.7574693000366275,-3,0.09,0.27,2.22,Backhaul
19,0.9482363293886078,0.8777412193738435,-5,0.07,0.77,4.06,Backhaul
20,0.8555153338057849,0.3014275498924037,10,0.05,0.64,4.24,Linehaul
21,0.10967140941965248,0.9060660621774091,-2,0.01,0.41,3.16,Backhaul
22,0.919979952129186,0.417285859008629,-6,0.03,0.89,8.3,Backhaul
23,0.029395650353895575,0.002792145909214838,-1,0.09,0.01,3.2,Backhaul
24,0.03273917686045402,0.115862050290925,8,0.03,0.03,1.87,Linehaul
25,0.8478296166690346,0.38098087906147726,6,0.03,0.26,6.44,Linehaul
26,0.5024363814847549,0.46144977350845073,-3,0.06,0.49,6.04,Backhaul
27,0.3326917759919108,0.42668256241272096,-4,0.05,0.45,6.87,Backhaul
28,0.05478812078925388,0.9943671556571143,3,0.02,0.17,2.62,Linehaul
29,0.3954295002166015,0.23951436683184701,1,0.05,0.26,4.44,Linehaul
30,0.537753088603063,0.8895272232684936,10,0.08,0.24,6.9,Linehaul
31,0.5728754934872676,0.2501765050825415,-2,0.04,0.27,2.75,Backhaul
32,0.3854605995431448,0.7727144518841798,-9,0.04,0.74,3.17,Backhaul
33,0.3504449267864692,0.44390929318944405,4,0.07,0.46,2.4,Linehaul
34,0.41410321525062666,0.5387973956417721,-7,0.02,0.09,4.21,Backhaul
35,0.9181908069399756,0.2632629638212468,-6,0.01,0.58,5.42,Backhaul
36,0.7780945807105463,0.5996013050322467,2,0.03,0.2,3.86,Linehaul
37,0.2379924122702124,0.5382369896439079,-6,0.04,0.5,5.5,Backhaul
38,0.35778167444036124,0.4132701512357354,-1,0.02,0.45,5.61,Backhaul
39,0.5053501942031257,0.03588528265337765,4,0.05,0.27,1.91,Linehaul
40,0.30383570580836294,0.8727685056030741,10,0.03,0.53,2.65,Linehaul
41,0.9904161254892887,0.43951433533500694,-10,0.09,0.21,5.92,Backhaul
42,0.8149046129916862,0.2801624107894368,7,0.09,0.46,8.39,Linehaul
43,0.07019716406903898,0.926395889637551,-8,0.03,0.55,7.25,Backhaul
44,0.6889237121501641,0.07642139112884505,10,0.07,0.24,4.22,Linehaul
45,0.6789744010004295,0.7053042997116307,-8,0.06,0.42,6.95,Backhaul
46,0.13747976547734875,0.8923546815412613,-4,0.02,0.71,4.36,Backhaul
47,0.9473628686546809,0.08549867685513668,3,0.03,0.12,7.58,Linehaul
48,0.5871185181826774,0.393307595907772,6,0.01,0.34,6.3,Linehaul
49,0.4512725451120183,0.4954275638613257,-3,0.08,0.07,1.76,Backhaul
50,0.9470081258476934,0.5824120525121074,9,0.08,0.66,8.0,Linehaul
51,0.23157629093562682,0.6162363168121168,5,0.07,0.2,4.9,Linehaul
52,0.03407719815246335,0.10783419336031674,9,0.03,0.01,2.36,Linehaul
53,0.5022230225680568,0.5423657206153459,3,0.09,0.63,7.81,Linehaul
54,0.013170821793215048,0.04669455377867071,-3,0.09,0.01,2.95,Backhaul
